R,k,p_k,p_k1,digits_N,F,f,u_up,u_dn,ncand_up,ncand_dn,q_k,T_up,T_dn
1,1306,10711,10723,4606.9,12841,11717,0.197519,0.092698,225,100,1.55989685e-03,0.350977,0.15599
1,1307,10723,10729,4611.0,16883,11243,0.573586,0.047908,640,52,1.55867875e-03,0.997554,0.081051
1,1308,10729,10733,4615.0,15289,21191,0.424485,0.974378,478,1075,1.55746262e-03,0.744467,1.674272
1,1309,10733,10739,4619.0,11657,23417,0.085483,1.180557,91,1299,1.55624852e-03,0.141619,2.021567
1,1310,10739,10753,4623.1,10957,43283,0.018971,3.025202,21,3207,1.55503639e-03,0.032656,4.987002
1,1311,10753,10771,4627.1,11971,11171,0.11141,0.037137,125,42,1.55382600e-03,0.194228,0.065261
1,1312,10771,10781,4631.1,28097,24481,1.606159,1.270754,1753,1405,1.55261725e-03,2.721738,2.181427
1,1313,10781,10789,4635.1,11399,14771,0.056539,0.36908,63,418,1.55141035e-03,0.097739,0.64849
1,1314,10789,10799,4639.2,17341,11933,0.605797,0.10501,680,116,1.55020535e-03,1.05414,0.179824
1,1315,10799,10831,4643.2,11923,12577,0.100822,0.161204,113,187,1.54900218e-03,0.175037,0.289663
1,1316,10831,10837,4647.2,11273,36497,0.040233,2.367814,47,2554,1.54780027e-03,0.072747,3.953082
1,1317,10837,10847,4651.3,19753,25423,0.821057,1.343782,919,1486,1.54660030e-03,1.421326,2.298248
1,1318,10847,10853,4655.3,12323,12809,0.135446,0.180227,154,209,1.54540215e-03,0.237992,0.322989
1,1319,10853,10859,4659.4,19141,22031,0.762685,1.028824,853,1149,1.54420593e-03,1.317208,1.774293
1,1320,10859,10861,4663.4,12713,16901,0.170518,0.556118,198,629,1.54301164e-03,0.305516,0.970554
1,1321,10861,10867,4667.4,12671,19541,0.166007,0.798196,193,895,1.54181938e-03,0.297571,1.379928
1,1322,10867,10883,4671.5,11633,34589,0.068915,2.17826,77,2372,1.54062903e-03,0.118628,3.654372
1,1323,10883,10889,4675.5,14081,14071,0.29314,0.292222,337,336,1.53944033e-03,0.518791,0.517252
1,1324,10889,10891,4679.5,11681,26539,0.072537,1.436783,78,1589,1.53825354e-03,0.119984,2.444285
1,1325,10891,10903,4683.6,11897,13309,0.091168,0.220673,100,255,1.53706875e-03,0.153707,0.391953
1,1326,10903,10909,4687.6,17203,11467,0.576955,0.05115,655,56,1.53588571e-03,1.006005,0.08601
1,1327,10909,10937,4691.6,13693,12763,0.251989,0.166956,292,196,1.53470456e-03,0.448134,0.300802
1,1328,10937,10939,4695.7,16787,14449,0.534601,0.32087,611,367,1.53352473e-03,0.936984,0.562804
1,1329,10939,10949,4699.7,17317,14369,0.581606,0.312357,661,355,1.53234689e-03,1.012881,0.543983
1,1330,10949,10957,4703.8,15161,14633,0.383682,0.335493,441,384,1.53117082e-03,0.675246,0.58797
1,1331,10957,10973,4707.8,22817,15511,1.079377,0.413561,1219,480,1.52999659e-03,1.865066,0.734398
1,1332,10973,10979,4711.8,11801,12011,0.07487,0.093998,82,108,1.52882397e-03,0.125364,0.165113
1,1333,10979,10987,4715.9,13999,12251,0.274142,0.115045,319,131,1.52765322e-03,0.487321,0.200123
1,1334,10987,10993,4719.9,14159,21839,0.288001,0.986628,333,1115,1.52648428e-03,0.508319,1.70203
1,1335,10993,11003,4724.0,12457,16087,0.132146,0.462056,152,537,1.52531721e-03,0.231848,0.819095
1,1336,11003,11027,4728.0,13693,16361,0.24177,0.483722,283,561,1.52415188e-03,0.431335,0.855049
1,1337,11027,11047,4732.1,18679,11491,0.690866,0.040192,796,49,1.52298796e-03,1.212298,0.074626
1,1338,11047,11057,4736.1,31333,12497,1.83377,0.130234,2040,154,1.52182553e-03,3.104524,0.234361
1,1339,11057,11059,4740.1,28789,13049,1.603219,0.179944,1796,216,1.52066485e-03,2.731114,0.328464
1,1340,11059,11069,4744.2,12743,14389,0.151233,0.299937,181,346,1.51950611e-03,0.275031,0.525749
1,1341,11069,11071,4748.2,16301,16631,0.472405,0.502213,551,582,1.51834910e-03,0.83661,0.883679
1,1342,11071,11083,4752.3,16111,15959,0.453668,0.439953,534,517,1.51719403e-03,0.810182,0.784389
1,1343,11083,11087,4756.3,15461,13669,0.394516,0.232885,463,271,1.51604063e-03,0.701927,0.410847
1,1344,11087,11093,4760.4,40253,16547,2.628685,0.491661,2884,571,1.51488911e-03,4.36894,0.865002
1,1345,11093,11113,4764.4,11177,27127,0.005759,1.441015,10,1630,1.51373941e-03,0.015137,2.467395
1,1346,11113,11117,4768.5,15269,13613,0.373482,0.224521,436,263,1.51259117e-03,0.65949,0.397811
1,1347,11117,11119,4772.5,13781,16091,0.23941,0.447163,283,526,1.51144480e-03,0.427739,0.79502
1,1348,11119,11131,4776.5,14407,11483,0.294313,0.031623,340,36,1.51030033e-03,0.513502,0.054371
1,1349,11131,11149,4780.6,11213,23761,0.00574,1.131223,8,1294,1.50915752e-03,0.012073,1.95285
1,1350,11149,11159,4784.6,25943,11701,1.32485,0.048571,1505,55,1.50801621e-03,2.269564,0.082941
1,1351,11159,11161,4788.7,20341,11719,0.822507,0.049996,946,56,1.50687660e-03,1.425505,0.084385
1,1352,11161,11171,4792.7,24943,17623,1.232835,0.577567,1404,674,1.50573888e-03,2.114057,1.014868
1,1353,11171,11173,4796.8,27793,20327,1.487515,0.819297,1681,942,1.50460284e-03,2.529237,1.417336
1,1354,11173,11177,4800.8,19979,13003,0.78751,0.163371,905,195,1.50346869e-03,1.360639,0.293176
1,1355,11177,11197,4804.9,13463,19013,0.202376,0.698044,241,806,1.50233636e-03,0.362063,1.210883
1,1356,11197,11213,4808.9,14683,11969,0.309462,0.067422,363,79,1.50120547e-03,0.544938,0.118595
1,1357,11213,11239,4813.0,13147,20287,0.169766,0.805054,206,935,1.50007611e-03,0.309016,1.402571
1,1358,11239,11243,4817.0,13313,17909,0.184115,0.592902,223,694,1.49894804e-03,0.334265,1.04027
1,1359,11243,11251,4821.1,26203,13337,1.328949,0.185406,1521,225,1.49782178e-03,2.278187,0.33701
1,1360,11251,11257,4825.1,19699,19507,0.749933,0.732877,870,854,1.49669724e-03,1.302127,1.278179
1,1361,11257,11261,4829.2,13127,19423,0.165705,0.724802,201,839,1.49557445e-03,0.30061,1.254787
1,1362,11261,11273,4833.2,12479,15919,0.106981,0.412135,127,494,1.49445345e-03,0.189796,0.73826
1,1363,11273,11279,4837.3,12791,16649,0.134054,0.476106,162,562,1.49333407e-03,0.24192,0.839254
1,1364,11279,11287,4841.3,13457,11719,0.192257,0.038274,231,43,1.49221643e-03,0.344702,0.064165
1,1365,11287,11299,4845.4,16061,11927,0.421453,0.05558,502,64,1.49110048e-03,0.748532,0.09543
1,1366,11299,11311,4849.4,24181,11593,1.13783,0.024931,1326,29,1.48998612e-03,1.975722,0.04321
1,1367,11311,11317,4853.5,15473,18257,0.367235,0.613237,441,726,1.48887336e-03,0.656593,1.080922
1,1368,11317,11321,4857.6,18731,18917,0.654536,0.670965,770,785,1.48776232e-03,1.145577,1.167893
1,1369,11321,11329,4861.6,14401,13313,0.271163,0.175126,318,212,1.48665306e-03,0.472756,0.31517
1,1370,11329,11351,4865.7,11923,11779,0.050392,0.037706,58,41,1.48554547e-03,0.086162,0.060907
1,1371,11351,11353,4869.7,15991,12613,0.408526,0.110984,491,136,1.48443923e-03,0.72886,0.201884
1,1372,11353,11369,4873.8,25541,11941,1.246548,0.050312,1441,60,1.48333479e-03,2.137485,0.089
1,1373,11369,11383,4877.8,15383,25981,0.351401,1.282439,425,1485,1.48223183e-03,0.629949,2.201114
1,1374,11383,11393,4881.9,19207,12739,0.68586,0.118143,803,146,1.48113039e-03,1.189348,0.216245
1,1375,11393,11399,4885.9,14537,12253,0.275287,0.074919,327,90,1.48003056e-03,0.48397,0.133203
1,1376,11399,11411,4890.0,17891,14969,0.567873,0.311804,674,377,1.47893243e-03,0.9968,0.557558
1,1377,11411,11423,4894.1,26407,24533,1.311739,1.147684,1524,1345,1.47783586e-03,2.252222,1.987689
1,1378,11423,11437,4898.1,17659,12043,0.544024,0.052986,651,65,1.47674084e-03,0.961358,0.095988
1,1379,11437,11443,4902.2,14011,14783,0.224417,0.291881,275,354,1.47564733e-03,0.405803,0.522379
1,1380,11443,11447,4906.2,12409,15551,0.084039,0.358522,101,434,1.47455550e-03,0.14893,0.639957
1,1381,11447,11467,4910.3,13759,20563,0.199878,0.793233,247,940,1.47346540e-03,0.363946,1.385057
1,1382,11467,11471,4914.3,13729,11777,0.196844,0.026676,243,28,1.47237666e-03,0.357788,0.041227
1,1383,11471,11483,4918.4,16217,17467,0.412262,0.521118,501,625,1.47128963e-03,0.737116,0.919556
1,1384,11483,11489,4922.5,16831,12263,0.464966,0.067369,559,82,1.47020414e-03,0.821844,0.120557
1,1385,11489,11491,4926.5,16763,12301,0.458794,0.07049,553,86,1.46912032e-03,0.812424,0.126344
1,1386,11491,11497,4930.6,15797,15971,0.374011,0.389145,457,474,1.46803825e-03,0.670893,0.69585
1,1387,11497,11503,4934.6,14669,23029,0.275233,1.001999,331,1183,1.46695784e-03,0.485563,1.735411
1,1388,11503,11519,4938.7,14071,13613,0.221547,0.181787,271,221,1.46587908e-03,0.397253,0.323959
1,1389,11519,11527,4942.8,12203,19861,0.058645,0.722998,70,858,1.46480174e-03,0.102536,1.2568
1,1390,11527,11549,4946.8,19267,19211,0.668283,0.663434,795,788,1.46372601e-03,1.163662,1.153416
1,1391,11549,11551,4950.9,13687,15887,0.184919,0.375379,226,460,1.46265157e-03,0.330559,0.67282
1,1392,11551,11579,4955.0,21401,12379,0.84826,0.069091,1011,86,1.46157886e-03,1.477656,0.125696
1,1393,11579,11587,4959.0,14447,21563,0.246828,0.860965,301,1027,1.46050731e-03,0.439613,1.499941
1,1394,11587,11593,4963.1,14939,15541,0.288622,0.34055,355,419,1.45943734e-03,0.5181,0.611504
1,1395,11593,11597,4967.1,15919,24359,0.372683,1.100457,461,1309,1.45836900e-03,0.672308,1.909005
1,1396,11597,11617,4971.2,12659,15107,0.089696,0.300422,117,369,1.45730233e-03,0.170504,0.537745
1,1397,11617,11621,4975.3,16427,18341,0.413562,0.578263,507,705,1.45623699e-03,0.738312,1.026647
1,1398,11621,11633,4979.3,15307,12497,0.315826,0.074271,390,94,1.45517330e-03,0.567518,0.136786
1,1399,11633,11657,4983.4,15299,38971,0.31243,2.343141,388,2706,1.45411110e-03,0.564195,3.934825
1,1400,11657,11677,4987.5,15161,13487,0.298364,0.155006,371,199,1.45305013e-03,0.539082,0.289157
1,1401,11677,11681,4991.5,17957,13901,0.537283,0.190052,657,241,1.45199047e-03,0.953958,0.34993
1,1402,11681,11689,4995.6,11801,11813,0.009582,0.010608,12,14,1.45093245e-03,0.017411,0.020313
1,1403,11689,11699,4999.7,12097,12473,0.03402,0.06616,44,85,1.44987600e-03,0.063795,0.123239
1,1404,11699,11701,5003.7,22133,15259,0.891548,0.304077,1078,376,1.44882106e-03,1.561829,0.544757
1,1405,11701,11717,5007.8,12323,35159,0.05172,2.000683,67,2345,1.44776780e-03,0.097,3.395015
1,1406,11717,11719,5011.9,23753,19417,1.026879,0.656882,1236,792,1.44671593e-03,1.788141,1.145799
1,1407,11719,11731,5015.9,12497,11783,0.065297,0.004433,85,5,1.44566573e-03,0.122882,0.007228
1,1408,11731,11743,5020.0,12323,27809,0.049391,1.368134,64,1629,1.44461698e-03,0.092455,2.353281
1,1409,11743,11777,5024.1,13001,12781,0.103931,0.085251,139,115,1.44356970e-03,0.200656,0.166011
1,1410,11777,11779,5028.2,16901,17807,0.434842,0.511758,539,633,1.44252340e-03,0.77752,0.913117
1,1411,11779,11783,5032.2,15017,15217,0.274463,0.291437,345,365,1.44147877e-03,0.49731,0.52614
1,1412,11783,11789,5036.3,18307,23917,0.552888,1.028756,686,1250,1.44043575e-03,0.988139,1.800545
1,1413,11789,11801,5040.4,12301,16493,0.042369,0.397593,58,499,1.43939430e-03,0.083485,0.718258
1,1414,11801,11807,5044.4,16253,12589,0.376556,0.066232,475,90,1.43835429e-03,0.683218,0.129452
1,1415,11807,11813,5048.5,18539,16927,0.569373,0.432913,708,537,1.43731585e-03,1.01762,0.771839
1,1416,11813,11821,5052.6,21893,15581,0.852043,0.318078,1040,401,1.43627897e-03,1.49373,0.575948
1,1417,11821,11827,5056.7,16883,22751,0.427496,0.923649,530,1126,1.43524360e-03,0.760679,1.616084
1,1418,11827,11831,5060.7,27043,14033,1.285775,0.186121,1547,238,1.43420978e-03,2.218723,0.341342
1,1419,11831,11833,5064.8,12791,25117,0.08096,1.122623,106,1353,1.43317755e-03,0.151917,1.939089
1,1420,11833,11839,5068.9,33287,12457,1.811639,0.0522,2143,67,1.43214695e-03,3.069091,0.095954
1,1421,11839,11863,5073.0,14347,13327,0.209391,0.123409,262,161,1.43111790e-03,0.374953,0.23041
1,1422,11863,11867,5077.0,18287,24767,0.540996,1.087048,673,1318,1.43009001e-03,0.962451,1.884859
1,1423,11867,11887,5081.1,17467,19031,0.46942,0.600993,585,739,1.42906370e-03,0.836002,1.056078
1,1424,11887,11897,5085.2,12689,17729,0.066571,0.490208,91,611,1.42803864e-03,0.129952,0.872532
1,1425,11897,11903,5089.3,17033,11923,0.430984,0.00168,540,3,1.42701502e-03,0.770588,0.004281
1,1426,11903,11909,5093.3,17401,56417,0.461164,3.737342,576,4293,1.42599293e-03,0.821372,6.121788
1,1427,11909,11923,5097.4,13103,12547,0.098968,0.052336,132,72,1.42497236e-03,0.188096,0.102598
1,1428,11923,11927,5101.5,15583,15139,0.306531,0.269305,390,341,1.42395316e-03,0.555342,0.485568
1,1429,11927,11933,5105.6,12041,14747,0.009051,0.235817,13,298,1.42293551e-03,0.018498,0.424035
1,1430,11933,11939,5109.6,15607,12101,0.307228,0.013569,390,18,1.42191937e-03,0.554549,0.025595
1,1431,11939,11941,5113.7,23743,13829,0.988359,0.158111,1209,203,1.42090474e-03,1.717874,0.288444
1,1432,11941,11953,5117.8,18301,12239,0.53108,0.023927,665,30,1.41989170e-03,0.944228,0.042597
1,1433,11953,11959,5121.9,17341,14731,0.450038,0.231792,561,291,1.41888004e-03,0.795992,0.412894
1,1434,11959,11969,5125.9,23971,12007,1.002757,0.003175,1231,5,1.41786988e-03,1.745398,0.007089
1,1435,11969,11971,5130.0,20411,12007,0.705037,0.003007,872,4,1.41686113e-03,1.235503,0.005667
1,1436,11971,11981,5134.1,15889,30259,0.326183,1.525582,416,1836,1.41585396e-03,0.588995,2.599508
1,1437,11981,11987,5138.2,14783,13931,0.233253,0.162176,296,210,1.41484820e-03,0.418795,0.297118
1,1438,11987,12007,5142.3,13613,12343,0.133755,0.027984,171,36,1.41384393e-03,0.241767,0.050898
1,1439,12007,12011,5146.3,19391,13999,0.614437,0.165515,757,213,1.41284086e-03,1.069521,0.300935
1,1440,12011,12037,5150.4,14011,16633,0.163994,0.381823,214,484,1.41183931e-03,0.302134,0.68333
1,1441,12037,12041,5154.5,13451,12953,0.1171,0.075741,153,101,1.41083885e-03,0.215858,0.142495
1,1442,12041,12043,5158.6,19763,14867,0.641036,0.234493,796,299,1.40983990e-03,1.122233,0.421542
1,1443,12043,12049,5162.7,16223,14071,0.346419,0.167815,442,216,1.40884250e-03,0.622708,0.30431
1,1444,12049,12071,5166.7,18211,14431,0.508657,0.19551,642,248,1.40784657e-03,0.903837,0.349146
1,1445,12071,12073,5170.8,13513,27277,0.119274,1.259339,156,1541,1.40685179e-03,0.219469,2.167959
1,1446,12073,12097,5174.9,18637,18541,0.54063,0.532694,684,678,1.40585855e-03,0.961607,0.953172
1,1447,12097,12101,5179.0,14221,15881,0.175192,0.312371,225,403,1.40486643e-03,0.316095,0.566161
1,1448,12101,12107,5183.1,22697,12227,0.874701,0.009912,1087,13,1.40387580e-03,1.526013,0.01825
1,1449,12107,12109,5187.2,12203,17491,0.007763,0.444463,10,564,1.40288662e-03,0.014029,0.791228
1,1450,12109,12113,5191.2,15583,13723,0.286469,0.132915,368,174,1.40189896e-03,0.515899,0.24393
1,1451,12113,12119,5195.3,16091,19687,0.32775,0.624474,422,777,1.40091280e-03,0.591185,1.088509
1,1452,12119,12143,5199.4,18169,14251,0.496253,0.173598,630,223,1.39992807e-03,0.881955,0.312184
1,1453,12143,12149,5203.5,14621,23497,0.203474,0.934069,258,1160,1.39894445e-03,0.360928,1.622776
1,1454,12149,12157,5207.6,13177,25603,0.083902,1.106029,114,1366,1.39796226e-03,0.159368,1.909616
1,1455,12157,12161,5211.7,22453,13219,0.846312,0.086999,1057,117,1.39698147e-03,1.476609,0.163447
1,1456,12161,12163,5215.7,13799,13063,0.134506,0.073995,176,100,1.39600214e-03,0.245696,0.1396
1,1457,12163,12197,5219.8,14741,19739,0.208576,0.618349,269,777,1.39502432e-03,0.375262,1.083934
1,1458,12197,12203,5223.9,16487,17231,0.351061,0.41203,453,526,1.39404740e-03,0.631503,0.733269
1,1459,12203,12211,5228.0,24203,12269,0.982065,0.00475,1235,8,1.39307190e-03,1.720444,0.011145
1,1460,12211,12227,5232.1,14341,17783,0.172896,0.454404,222,580,1.39209778e-03,0.309046,0.807417
1,1461,12227,12239,5236.2,22123,19963,0.807582,0.631097,1019,796,1.39112490e-03,1.417556,1.107335
1,1462,12239,12241,5240.3,14071,21169,0.149498,0.729352,197,918,1.39015331e-03,0.27386,1.276161
1,1463,12241,12251,5244.3,16699,16567,0.363072,0.352298,469,455,1.38918321e-03,0.651527,0.632078
1,1464,12251,12253,5248.4,21377,32831,0.744634,1.679425,934,2056,1.38821445e-03,1.296592,2.854169
1,1465,12253,12263,5252.5,12697,22189,0.035391,0.809427,51,1023,1.38724717e-03,0.07075,1.419154
1,1466,12263,12269,5256.6,14243,14243,0.160893,0.160893,207,207,1.38628121e-03,0.28696,0.28696
1,1467,12269,12277,5260.7,12281,13171,0.000326,0.072819,2,100,1.38531665e-03,0.002771,0.138532
1,1468,12277,12281,5264.8,25801,17509,1.100888,0.425698,1373,547,1.38435346e-03,1.900717,0.757241
1,1469,12281,12289,5268.9,28289,15349,1.301977,0.249003,1612,324,1.38339169e-03,2.230027,0.448219
1,1470,12289,12301,5273.0,14593,21859,0.186326,0.77701,240,982,1.38243128e-03,0.331784,1.357548
1,1471,12301,12323,5277.1,13417,22751,0.088777,0.846223,120,1072,1.38147214e-03,0.165777,1.480938
1,1472,12323,12329,5281.1,19889,17551,0.613188,0.423554,777,546,1.38051410e-03,1.072659,0.753761
1,1473,12329,12343,5285.2,13883,12637,0.124767,0.023819,168,36,1.37955743e-03,0.231766,0.049664
1,1474,12343,12347,5289.3,17449,30983,0.413218,1.509354,533,1866,1.37860201e-03,0.734795,2.572471
1,1475,12347,12373,5293.4,27091,14639,1.189526,0.183141,1496,240,1.37764799e-03,2.060961,0.330636
1,1476,12373,12377,5297.5,13309,17293,0.075301,0.397188,104,512,1.37669499e-03,0.143176,0.704868
1,1477,12377,12379,5301.6,12437,21019,0.004685,0.697956,8,888,1.37574339e-03,0.011006,1.22166
1,1478,12379,12391,5305.7,28793,18149,1.323703,0.464692,1658,603,1.37479323e-03,2.279407,0.829
1,1479,12391,12401,5309.8,24683,24851,0.990404,1.003951,1254,1269,1.37384434e-03,1.722801,1.743408
1,1480,12401,12409,5313.9,23537,30211,0.896768,1.434604,1136,1788,1.37289673e-03,1.559611,2.454739
1,1481,12409,12413,5318.0,12511,17383,0.007895,0.400387,13,517,1.37195045e-03,0.017835,0.709298
1,1482,12413,12421,5322.1,34673,13729,1.791482,0.105306,2221,143,1.37100555e-03,3.045003,0.196054
1,1483,12421,12433,5326.2,15269,12539,0.228103,0.008526,299,14,1.37006198e-03,0.409649,0.019181
1,1484,12433,12437,5330.3,28057,13103,1.25593,0.05355,1577,75,1.36911966e-03,2.159102,0.102684
1,1485,12437,12451,5334.4,13931,14303,0.118866,0.148743,162,193,1.36817871e-03,0.221645,0.264058
1,1486,12451,12457,5338.5,16427,16661,0.318696,0.337481,418,442,1.36723897e-03,0.571506,0.60432
1,1487,12457,12473,5342.5,14071,17327,0.128117,0.389161,172,505,1.36630058e-03,0.235004,0.689982
1,1488,12473,12479,5346.6,13127,18041,0.051927,0.445709,74,578,1.36536334e-03,0.101037,0.78918
1,1489,12479,12487,5350.7,16763,13831,0.342436,0.107632,449,146,1.36442745e-03,0.612628,0.199206
1,1490,12487,12491,5354.8,16139,38737,0.29205,2.101193,388,2593,1.36349285e-03,0.529035,3.535537
1,1491,12491,12497,5358.9,13841,13441,0.107546,0.075538,145,102,1.36255962e-03,0.197571,0.138981
1,1492,12497,12503,5363.0,12889,14177,0.030873,0.133888,41,177,1.36162772e-03,0.055827,0.241008
1,1493,12503,12511,5367.1,17497,13457,0.398529,0.075613,521,102,1.36069715e-03,0.708923,0.138791
1,1494,12511,12517,5371.2,12919,14797,0.032116,0.182152,45,240,1.35976787e-03,0.06119,0.326344
1,1495,12517,12527,5375.3,12763,13421,0.018839,0.071366,28,97,1.35883990e-03,0.038048,0.131807
1,1496,12527,12539,5379.4,17707,12697,0.412154,0.012601,537,20,1.35791319e-03,0.729199,0.027158
1,1497,12539,12541,5383.5,14983,15661,0.194721,0.248784,257,330,1.35698768e-03,0.348746,0.447806
1,1498,12541,12547,5387.6,15937,13463,0.270184,0.073005,360,98,1.35606356e-03,0.488183,0.132894
1,1499,12547,12553,5391.7,12809,63031,0.020394,4.02119,28,4823,1.35514075e-03,0.037944,6.535844
1,1500,12553,12569,5395.8,14281,18251,0.136208,0.452065,176,591,1.35421924e-03,0.238343,0.800344
1,1501,12569,12577,5399.9,14323,17449,0.138825,0.387374,179,506,1.35329886e-03,0.24224,0.684769
1,1502,12577,12583,5404.0,16903,16553,0.34332,0.315505,448,414,1.35237976e-03,0.605866,0.559885
1,1503,12583,12589,5408.1,21871,22271,0.73731,0.769084,951,990,1.35146195e-03,1.28524,1.337947
1,1504,12589,12601,5412.2,14897,18049,0.182208,0.432347,242,565,1.35054544e-03,0.326832,0.763058
1,1505,12601,12611,5416.3,13723,13567,0.088177,0.075807,119,100,1.34963011e-03,0.160606,0.134963
1,1506,12611,12613,5420.4,16993,14173,0.347261,0.123682,454,162,1.34871602e-03,0.612317,0.218492
1,1507,12613,12619,5424.5,16829,12853,0.333624,0.018543,435,25,1.34780327e-03,0.586294,0.033695
1,1508,12619,12637,5428.6,14411,15607,0.140381,0.235024,181,312,1.34689182e-03,0.243787,0.42023
1,1509,12637,12641,5432.7,15349,13297,0.214224,0.051895,284,70,1.34598144e-03,0.382259,0.094219
1,1510,12641,12647,5436.8,12689,14887,0.003321,0.177117,5,234,1.34507238e-03,0.006725,0.314747
1,1511,12647,12653,5440.9,15619,17659,0.234411,0.395637,310,518,1.34416459e-03,0.416691,0.696277
1,1512,12653,12659,5445.0,21517,20443,0.699739,0.614898,902,798,1.34325808e-03,1.211619,1.07192
1,1513,12659,12671,5449.1,12853,32987,0.014364,1.603346,19,2023,1.34235284e-03,0.025505,2.71558
1,1514,12671,12689,5453.2,13339,14369,0.051225,0.132398,71,170,1.34144877e-03,0.095243,0.228046
1,1515,12689,12697,5457.3,35267,16453,1.777585,0.295818,2242,393,1.34054577e-03,3.005504,0.526834
1,1516,12697,12703,5461.4,22093,16529,0.739195,0.301189,961,398,1.33964400e-03,1.287398,0.533178
1,1517,12703,12713,5465.5,19087,13619,0.501377,0.071266,652,93,1.33874349e-03,0.872861,0.124503
1,1518,12713,12721,5469.6,22739,12799,0.787517,0.006132,1023,8,1.33784417e-03,1.368615,0.010703
1,1519,12721,12739,5473.7,18691,21001,0.467227,0.64856,615,842,1.33694608e-03,0.822222,1.125709
1,1520,12739,12743,5477.9,15091,39161,0.184258,2.073138,243,2603,1.33604904e-03,0.32466,3.477736
